# Longitude (deg), Latitude (deg), Distance Along Fault (km), Distance Along Fault (m), Scarp Height (m), Scarp Height Std (m), Upper Slope Angle (deg), upper slope std, Lower Slope Angle (deg), lower_slope_std, Filtered Median offset (1km), filtered standard deviation (1km), Filtered Median offset (3km), filtered standard deviation (3km), Filtered Median offset (5km), filtered standard deviation (5km)
31.47,-12.42,107.79,107791.00,,,,,,,,,,,5.46,0.00
31.47,-12.42,107.91,107911.00,,,,,,,,,,,5.53,0.07
31.47,-12.42,108.03,108031.00,,,,,,,,,,,5.53,0.07
31.47,-12.42,108.15,108151.00,,,,,,,,,,,5.60,0.44
31.47,-12.42,108.27,108271.00,,,,,,,,,,,6.03,0.43
31.47,-12.43,108.39,108391.00,,,,,,,,,,,6.03,0.43
31.47,-12.43,108.51,108511.00,,,,,,,,,,,6.46,1.15
31.47,-12.43,108.63,108631.00,,,,,,,,,,,6.46,1.15
31.47,-12.43,108.75,108751.00,,,,,,,,,,,6.46,1.15
31.47,-12.43,108.87,108871.00,,,,,,,,,5.60,0.00,6.46,1.15
31.47,-12.43,108.99,108991.00,,,,,,,,,5.60,0.00,6.46,1.15
31.47,-12.43,109.11,109111.00,,,,,,,,,6.03,0.43,6.46,1.15
31.47,-12.43,109.23,109231.00,,,,,,,,,6.03,0.43,7.40,2.00
31.47,-12.43,109.35,109351.00,,,,,,,,,6.03,0.43,8.34,2.18
31.47,-12.44,109.47,109471.00,,,,,,,,,6.46,1.15,8.34,2.18
31.47,-12.44,109.59,109591.00,,,,,,,,,6.46,1.15,8.34,2.18
31.47,-12.44,109.71,109711.00,,,,,,,,,6.46,1.15,8.34,2.18
31.47,-12.44,109.83,109831.00,,,3.89,0.08,-1.06,-1.06,5.60,0.00,6.46,1.15,8.34,2.18
31.47,-12.44,109.95,109951.00,,,,,,,5.60,0.00,6.46,1.15,9.55,2.17
31.47,-12.44,110.07,110071.00,,,,,,,6.03,0.43,6.46,1.15,9.10,2.01
31.47,-12.44,110.19,110191.00,,,,,,,6.03,0.43,7.40,2.00,9.10,2.01
31.47,-12.44,110.31,110311.00,5.60,0.12,2.22,0.01,1.16,1.16,6.03,0.43,8.34,2.18,9.10,2.01
31.47,-12.44,110.43,110431.00,,,,,,,6.46,1.15,8.34,2.18,9.10,2.01
31.47,-12.45,110.55,110551.00,6.46,0.06,5.95,0.01,4.06,4.06,6.46,1.15,8.34,2.18,9.10,2.01
31.47,-12.45,110.67,110671.00,,,,,,,6.46,1.15,8.34,2.18,9.10,2.01
31.47,-12.45,110.79,110791.00,,,,,,,6.46,1.15,8.34,2.18,9.10,2.01
31.47,-12.45,110.91,110911.00,8.34,0.06,4.35,0.03,3.39,3.39,7.40,0.94,9.55,2.17,9.10,2.01
31.47,-12.45,111.03,111031.00,,,,,,,7.40,0.94,9.10,2.01,9.10,2.01
31.47,-12.45,111.15,111151.00,,,,,,,9.57,1.23,9.10,2.01,9.10,2.01
31.47,-12.45,111.27,111271.00,,,,,,,10.81,1.19,9.10,2.01,9.10,2.01
31.47,-12.45,111.39,111391.00,,,,,,,10.81,1.19,9.10,2.01,9.10,2.01
31.47,-12.45,111.51,111511.00,,,,,,,10.86,0.05,9.10,2.01,9.10,2.01
31.47,-12.45,111.63,111631.00,10.81,0.23,0.64,0.12,1.96,1.96,10.86,0.05,9.10,2.01,9.10,2.01
31.47,-12.46,111.75,111751.00,10.91,0.33,4.17,0.23,6.02,6.02,10.86,0.05,9.10,2.01,9.10,2.01
31.47,-12.46,111.87,111871.00,,,,,,,10.81,0.06,9.93,1.63,9.10,2.01
31.47,-12.46,111.99,111991.00,,,,,,,10.78,0.75,9.93,1.63,9.10,2.01
31.47,-12.46,112.11,112111.00,,,,,,,10.78,0.75,10.76,1.06,9.10,2.01
31.47,-12.46,112.23,112231.00,,,,,,,10.76,0.82,10.76,1.06,9.10,2.01
31.47,-12.46,112.35,112351.00,10.76,0.20,5.48,0.10,3.39,3.39,9.93,0.83,10.76,1.06,9.10,2.01
31.47,-12.46,112.47,112471.00,9.10,0.14,5.72,0.15,3.44,3.44,9.93,0.83,10.78,0.75,9.10,2.01
31.47,-12.46,112.59,112591.00,,,,,,,9.93,0.83,10.78,0.75,9.10,2.01
31.47,-12.46,112.71,112711.00,,,,,,,9.93,0.83,10.78,0.75,9.10,2.01
31.47,-12.47,112.83,112831.00,,,,,,,9.93,0.83,10.78,0.75,9.93,1.63
31.47,-12.47,112.95,112951.00,,,,,,,9.10,0.00,10.78,0.75,9.93,1.63
31.47,-12.47,113.07,113071.00,,,,,,,,,10.78,0.75,10.76,1.06
31.47,-12.47,113.19,113191.00,,,,,,,,,10.76,0.82,10.78,5.05
31.47,-12.47,113.31,113311.00,,,,,,,,,9.93,0.83,10.78,5.05
31.47,-12.47,113.43,113431.00,,,,,,,,,9.93,0.83,10.81,5.20
31.47,-12.47,113.55,113551.00,,,,,,,,,9.93,0.83,10.81,5.20
31.47,-12.47,113.67,113671.00,,,,,,,,,9.93,0.83,10.81,5.20
31.47,-12.47,113.79,113791.00,,,,,,,,,9.93,0.83,10.81,5.20
31.47,-12.48,113.91,113911.00,,,,,,,,,9.10,0.00,10.81,5.20
31.47,-12.48,114.03,114031.00,,,,,,,,,,,10.81,5.20
31.47,-12.48,114.15,114151.00,,,,,,,,,23.29,0.00,10.83,5.69
31.47,-12.48,114.27,114271.00,,,,,,,,,23.29,0.00,10.76,6.34
31.46,-12.48,114.39,114391.00,,,,,,,,,23.29,0.00,10.76,6.34
31.46,-12.48,114.51,114511.00,,,,,,,,,23.29,0.00,10.76,6.34
31.46,-12.48,114.63,114631.00,,,,,,,,,23.29,0.00,10.76,6.34
31.46,-12.48,114.75,114751.00,,,,,,,,,23.29,0.00,10.76,6.34
31.46,-12.48,114.87,114871.00,,,,,,,,,23.29,0.00,16.20,7.10
31.46,-12.48,114.99,114991.00,,,,,,,,,23.29,0.00,23.29,0.00
31.46,-12.49,115.11,115111.00,,,,,,,23.29,0.00,23.29,0.00,23.29,0.00
31.46,-12.49,115.23,115231.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,115.35,115351.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,115.47,115471.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,115.59,115591.00,23.29,0.82,5.68,0.32,1.27,1.27,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,115.71,115711.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,115.83,115831.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,115.95,115951.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,116.07,116071.00,,,,,,,23.29,0.00,23.29,0.00,15.66,7.63
31.46,-12.49,116.19,116191.00,,,,,,,,,15.66,7.63,15.66,7.63
31.46,-12.50,116.31,116311.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,116.43,116431.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,116.55,116551.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,116.67,116671.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,116.79,116791.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,116.91,116911.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,117.03,117031.00,,,,,,,,,15.66,7.63,17.94,6.32
31.46,-12.50,117.15,117151.00,,,,,,,8.03,0.00,8.03,0.00,17.94,6.32
31.45,-12.50,117.27,117271.00,,,,,,,8.03,0.00,12.98,4.95,17.94,6.32
31.45,-12.50,117.39,117391.00,,,,,,,8.03,0.00,12.98,4.95,17.94,6.32
31.45,-12.51,117.51,117511.00,,,,,,,8.03,0.00,12.98,4.95,17.94,6.32
31.45,-12.51,117.63,117631.00,8.03,0.18,7.79,0.05,4.53,4.53,8.03,0.00,12.98,4.95,17.94,6.32
31.45,-12.51,117.75,117751.00,,,,,,,8.03,0.00,12.98,4.95,17.94,6.32
31.45,-12.51,117.87,117871.00,,,,,,,8.03,0.00,12.98,4.95,17.94,6.32
31.45,-12.51,117.99,117991.00,,,,,,,8.03,0.00,12.98,4.95,12.98,7.17
31.45,-12.51,118.11,118111.00,,,,,,,8.03,0.00,12.98,4.95,8.03,5.29
31.45,-12.51,118.23,118231.00,,,,,,,17.94,0.00,12.98,4.95,6.88,5.56
31.45,-12.51,118.35,118351.00,,,,,,,17.94,0.00,12.98,4.95,6.88,5.56
31.45,-12.51,118.47,118471.00,,,,,,,17.94,0.00,12.98,4.95,6.88,5.56
31.45,-12.51,118.59,118591.00,,,,,,,17.94,0.00,12.98,4.95,6.21,5.07
31.45,-12.52,118.71,118711.00,17.94,0.33,0.91,0.16,2.67,2.67,17.94,0.00,12.98,4.95,6.21,5.07
31.45,-12.52,118.83,118831.00,,,,,,,17.94,0.00,12.98,4.95,6.21,5.07
31.45,-12.52,118.95,118951.00,,,,,,,17.94,0.00,8.03,5.29,6.21,5.07
31.45,-12.52,119.07,119071.00,,,,,,,17.94,0.00,8.03,5.29,7.12,4.66
31.45,-12.52,119.19,119191.00,,,,,,,17.94,0.00,5.74,6.40,7.12,4.66
31.45,-12.52,119.31,119311.00,,,,,,,,,5.74,6.40,7.12,4.66
31.45,-12.52,119.43,119431.00,,,,,,,,,5.74,6.40,7.12,4.66
31.45,-12.52,119.55,119551.00,,,,,,,,,5.97,5.67,8.03,4.31
31.45,-12.52,119.67,119671.00,,,,,,,,,5.97,5.67,7.12,4.17
31.45,-12.53,119.79,119791.00,,,,,,,,,5.97,5.67,7.12,4.17
31.45,-12.53,119.91,119911.00,,,,,,,5.74,0.00,5.97,5.67,7.12,4.17
31.45,-12.53,120.03,120031.00,,,,,,,5.74,0.00,6.21,5.10,7.12,4.17
31.45,-12.53,120.15,120151.00,,,,,,,4.53,1.21,6.21,5.10,7.17,4.20
31.45,-12.53,120.27,120271.00,,,0.46,0.06,-0.24,-0.24,4.53,1.21,5.97,2.22,7.17,4.20
31.45,-12.53,120.39,120391.00,5.74,0.09,1.11,0.01,0.03,0.03,4.53,1.21,5.97,2.22,7.17,4.20
31.45,-12.53,120.51,120511.00,,,-0.23,0.14,-0.23,-0.23,5.74,1.27,6.21,2.13,7.17,4.20
31.45,-12.53,120.63,120631.00,,,,,,,,,,,,
31.45,-12.53,120.75,120751.00,,,,,,,5.74,1.27,5.97,2.01,8.13,4.15
31.45,-12.54,120.87,120871.00,,,,,,,5.74,1.27,5.97,2.01,8.13,4.15
31.45,-12.54,120.99,120991.00,6.21,0.08,1.40,0.03,2.20,2.20,6.21,2.55,5.97,2.01,8.13,4.15
31.45,-12.54,121.11,121111.00,,,,,,,6.21,2.55,6.21,2.16,8.13,4.15
31.45,-12.54,121.23,121231.00,,,,,,,7.89,1.67,6.21,2.16,7.17,2.69
31.45,-12.54,121.35,121351.00,,,,,,,7.89,1.67,6.21,2.16,7.17,2.69
31.45,-12.54,121.47,121471.00,9.56,0.22,8.21,0.03,3.02,3.02,8.13,1.37,6.21,2.16,7.17,2.69
31.45,-12.54,121.59,121591.00,,,,,,,8.13,1.79,6.21,2.16,7.17,2.69
31.45,-12.54,121.71,121711.00,,,,,,,8.13,1.79,7.17,2.69,7.17,2.69
31.45,-12.54,121.83,121831.00,,,,,,,8.13,1.79,7.17,2.69,7.17,2.69
31.44,-12.54,121.95,121951.00,8.13,0.28,1.11,0.19,1.77,1.77,8.13,1.79,8.13,2.79,7.17,2.69
31.44,-12.55,122.07,122071.00,5.26,0.25,8.39,0.26,4.16,4.16,8.13,1.78,8.13,2.79,7.17,2.69
31.44,-12.55,122.19,122191.00,,,,,,,8.13,1.78,8.83,2.30,7.17,2.69
31.44,-12.55,122.31,122311.00,,,,,,,8.13,1.78,8.83,2.30,8.13,3.62
31.44,-12.55,122.43,122431.00,,,,,,,8.13,1.78,8.83,2.30,8.13,3.62
31.44,-12.55,122.55,122551.00,9.52,0.16,2.36,0.08,1.10,1.10,7.39,2.13,9.52,2.26,8.13,3.62
31.44,-12.55,122.67,122671.00,,,,,,,10.86,1.34,9.52,2.26,8.13,3.62
31.44,-12.55,122.79,122791.00,,,,,,,10.86,1.34,9.52,2.26,8.13,3.62
31.44,-12.55,122.91,122911.00,,,,,,,10.86,1.34,9.52,2.26,8.83,3.71
31.44,-12.55,123.03,123031.00,,,,,,,10.86,1.34,8.83,2.50,8.83,3.71
31.44,-12.56,123.15,123151.00,12.19,0.22,3.22,0.03,2.00,2.00,12.19,0.00,8.83,2.50,9.52,3.31
31.44,-12.56,123.27,123271.00,,,,,,,12.19,0.00,9.52,3.57,9.52,3.31
31.44,-12.56,123.39,123391.00,,,,,,,12.19,0.00,9.52,3.57,9.52,3.31
31.44,-12.56,123.51,123511.00,,,,,,,12.19,0.00,10.86,3.82,9.54,3.27
31.44,-12.56,123.63,123631.00,,,,,,,12.19,0.00,12.19,2.54,9.54,3.27
31.44,-12.56,123.75,123751.00,,,,,,,,,12.19,2.54,9.54,3.27
31.44,-12.56,123.87,123871.00,,,,,,,,,12.19,2.54,9.54,3.27
31.44,-12.56,123.99,123991.00,,,,,,,,,12.19,2.54,9.52,3.57
31.44,-12.56,124.11,124111.00,,,,,,,,,13.96,1.77,9.52,3.57
31.44,-12.56,124.23,124231.00,,,,,,,15.72,0.00,13.96,1.77,9.52,3.57
31.44,-12.57,124.35,124351.00,,,,,,,15.72,0.00,13.96,1.77,9.52,3.57
31.44,-12.57,124.47,124471.00,,,,,,,15.72,0.00,13.96,1.77,9.52,3.88
31.44,-12.57,124.59,124591.00,,,,,,,15.72,0.00,13.96,1.77,10.86,3.52
31.44,-12.57,124.71,124711.00,15.72,0.21,3.88,0.24,5.93,5.93,15.72,0.00,15.72,0.00,10.86,3.52
31.44,-12.57,124.83,124831.00,,,,,,,15.72,0.00,15.72,0.00,10.86,3.52
31.44,-12.57,124.95,124951.00,,,,,,,15.72,0.00,15.72,0.00,10.86,3.52
31.44,-12.57,125.07,125071.00,,,,,,,15.72,0.00,15.72,0.00,12.19,3.97
31.44,-12.57,125.19,125191.00,,,,,,,15.72,0.00,15.72,0.00,12.19,3.97
31.44,-12.57,125.31,125311.00,,,,,,,,,15.72,0.00,12.19,3.97
31.44,-12.57,125.43,125431.00,,,,,,,,,10.92,4.80,12.19,3.97
31.44,-12.58,125.55,125551.00,,,,,,,,,10.92,4.80,13.96,4.86
31.43,-12.58,125.67,125671.00,,,,,,,,,10.92,4.80,15.72,5.56
31.43,-12.58,125.79,125791.00,,,,,,,,,10.92,4.80,15.72,5.56
31.43,-12.58,125.91,125911.00,,,,,,,,,10.92,4.80,15.72,5.56
31.43,-12.58,126.03,126031.00,,,,,,,,,10.92,4.80,15.72,5.56
31.43,-12.58,126.15,126151.00,,,,,,,,,10.92,4.80,15.72,5.56
31.43,-12.58,126.27,126271.00,,,,,,,,,6.12,0.00,15.72,5.56
31.43,-12.58,126.39,126391.00,,,,,,,6.12,0.00,6.12,0.00,15.72,5.56
31.43,-12.58,126.51,126511.00,,,,,,,6.12,0.00,12.69,6.58,15.72,5.56
31.43,-12.58,126.63,126631.00,,,,,,,6.12,0.00,12.69,6.58,15.72,5.56
31.43,-12.58,126.75,126751.00,,,,,,,6.12,0.00,12.69,6.58,15.72,5.56
31.43,-12.59,126.87,126871.00,6.12,0.11,4.13,0.07,3.09,3.09,6.12,0.00,12.69,6.58,15.72,5.56
31.43,-12.59,126.99,126991.00,,,,,,,6.12,0.00,12.69,6.58,15.72,5.56
31.43,-12.59,127.11,127111.00,,,,,,,6.12,0.00,12.69,6.58,15.72,5.56
31.43,-12.59,127.23,127231.00,,,,,,,6.12,0.00,12.69,6.58,12.69,6.58
31.43,-12.59,127.35,127351.00,,,,,,,6.12,0.00,12.69,6.58,12.69,6.58
31.43,-12.59,127.47,127471.00,,,,,,,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.59,127.59,127591.00,,,,,,,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.59,127.71,127711.00,,,,,,,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.59,127.83,127831.00,,,,,,,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.59,127.95,127951.00,19.27,0.06,10.69,0.02,6.08,6.08,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.59,128.07,128071.00,,,0.65,0.31,-0.21,-0.21,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.59,128.19,128191.00,,,,,,,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.60,128.31,128311.00,,,,,,,19.27,0.00,12.69,6.58,12.69,6.58
31.42,-12.60,128.43,128431.00,,,,,,,19.27,0.00,19.27,0.00,6.12,6.79
31.42,-12.60,128.55,128551.00,,,,,,,,,19.27,0.00,6.12,6.79
31.42,-12.60,128.67,128671.00,,,,,,,,,19.27,0.00,6.12,6.79
31.42,-12.60,128.79,128791.00,,,,,,,,,19.27,0.00,6.12,6.79
31.42,-12.60,128.91,128911.00,,,,,,,,,19.27,0.00,6.12,6.79
31.42,-12.60,129.03,129031.00,,,,,,,,,19.27,0.00,6.12,6.79
31.42,-12.60,129.15,129151.00,,,,,,,,,19.27,0.00,6.12,6.79
31.41,-12.60,129.27,129271.00,,,,,,,,,19.27,0.00,6.12,6.79
31.41,-12.60,129.39,129391.00,,,,,,,,,11.57,7.70,15.61,6.57
31.41,-12.60,129.51,129511.00,,,,,,,,,3.88,0.00,13.97,5.69
31.41,-12.60,129.63,129631.00,,,,,,,,,3.88,0.00,13.97,5.69
31.41,-12.60,129.75,129751.00,,,,,,,,,3.88,0.00,15.61,5.66
31.41,-12.61,129.87,129868.00,,,,,,,,,3.88,0.00,15.61,5.66
31.41,-12.61,129.99,129988.00,,,,,,,,,3.88,0.00,15.61,5.66
31.41,-12.61,130.11,130108.00,,,,,,,,,3.88,0.00,15.61,5.66
31.41,-12.61,130.23,130228.00,,,,,,,,,3.88,0.00,15.61,5.66
31.41,-12.61,130.35,130348.00,,,,,,,3.88,0.00,9.75,5.87,15.61,5.66
31.41,-12.61,130.47,130468.00,,,,,,,3.88,0.00,12.33,4.94,13.97,5.60
31.41,-12.61,130.59,130588.00,,,,,,,3.88,0.00,12.33,4.94,13.97,5.60
31.41,-12.61,130.71,130708.00,,,,,,,3.88,0.00,13.97,5.60,13.97,5.60
31.41,-12.61,130.83,130828.00,,,,,,,,,,,,
31.41,-12.61,130.95,130948.00,,,,,,,3.88,0.00,13.97,5.60,12.33,5.01
31.41,-12.62,131.07,131068.00,,,,,,,3.88,0.00,13.97,5.60,12.33,5.01
31.41,-12.62,131.19,131188.00,,,0.68,0.20,-0.50,-0.50,3.88,0.00,13.97,5.60,12.33,5.01
31.41,-12.62,131.31,131308.00,,,,,,,9.75,5.87,13.97,5.60,12.33,5.01
31.41,-12.62,131.43,131428.00,,,,,,,13.97,1.64,13.97,5.60,12.33,5.01
31.41,-12.62,131.55,131548.00,,,,,,,13.97,1.64,13.97,5.60,12.33,5.01
31.41,-12.62,131.67,131668.00,,,,,,,15.61,2.70,13.97,5.60,12.33,5.01
31.41,-12.62,131.79,131788.00,15.61,0.31,0.51,0.24,1.90,1.90,15.61,2.70,13.97,5.60,12.33,5.01
31.41,-12.62,131.91,131908.00,12.33,0.26,2.17,0.11,2.97,2.97,15.61,2.70,12.33,5.01,12.33,5.01
31.41,-12.62,132.03,132028.00,,,,,,,15.61,2.70,12.33,5.01,12.33,5.01
31.41,-12.63,132.15,132148.00,18.94,0.20,1.94,0.07,5.60,5.60,15.61,2.70,12.33,5.01,12.33,5.01
31.41,-12.63,132.27,132268.00,,,,,,,15.61,2.70,12.33,5.01,12.33,5.01
31.41,-12.63,132.39,132388.00,,,,,,,15.64,3.31,13.97,2.78,12.33,5.01
31.41,-12.63,132.51,132508.00,,,,,,,18.94,0.00,13.97,2.78,12.33,5.01
31.41,-12.63,132.63,132628.00,,,,,,,18.94,0.00,13.97,2.78,12.33,5.01
31.41,-12.63,132.75,132748.00,,,,,,,,,13.97,2.78,12.33,5.01
31.41,-12.63,132.87,132868.00,,,,,,,12.16,0.00,13.97,2.78,12.33,5.01
31.41,-12.63,132.99,132988.00,,,,,,,12.16,0.00,13.97,2.78,12.33,5.01
31.41,-12.63,133.11,133108.00,,,,,,,12.16,0.00,13.97,2.78,12.33,5.01
31.41,-12.64,133.23,133228.00,,,,,,,12.16,0.00,13.97,2.78,13.97,5.00
31.41,-12.64,133.35,133348.00,12.16,0.11,1.94,0.08,1.64,1.64,12.16,0.00,12.33,3.16,15.61,2.80
31.41,-12.64,133.47,133468.00,,,,,,,12.16,0.00,15.55,3.39,15.61,2.80
31.41,-12.64,133.59,133588.00,,,,,,,12.16,0.00,15.55,3.39,15.61,2.80
31.41,-12.64,133.71,133708.00,,,,,,,12.16,0.00,12.16,0.00,15.61,2.80
31.41,-12.64,133.83,133828.00,,,,,,,12.16,0.00,12.16,0.00,15.61,2.80
31.41,-12.64,133.95,133948.00,,,,,,,,,12.16,0.00,15.61,2.80
31.41,-12.64,134.07,134068.00,,,,,,,,,12.16,0.00,15.61,2.80
31.41,-12.64,134.19,134188.00,,,,,,,,,15.09,2.92,15.61,2.80
31.41,-12.64,134.31,134308.00,,,,,,,,,15.09,2.92,15.17,3.13
31.41,-12.65,134.43,134428.00,,,,,,,,,15.09,2.92,18.01,3.00
31.41,-12.65,134.55,134548.00,,,,,,,,,15.09,2.92,18.01,3.00
31.41,-12.65,134.67,134668.00,,,,,,,,,15.09,2.92,15.09,2.92
31.41,-12.65,134.79,134788.00,,,0.58,0.02,-0.18,-0.18,,,15.09,2.92,15.09,2.92
31.41,-12.65,134.91,134908.00,,,,,,,,,18.01,0.00,15.09,2.92
31.41,-12.65,135.03,135028.00,,,,,,,,,18.01,0.00,15.09,2.92
31.41,-12.65,135.15,135148.00,,,,,,,18.01,0.00,18.01,0.00,15.09,2.92
31.41,-12.65,135.27,135268.00,,,,,,,18.01,0.00,18.01,0.00,15.09,2.92
31.41,-12.65,135.39,135388.00,,,,,,,18.01,0.00,18.01,0.00,15.09,2.92
31.41,-12.66,135.51,135508.00,,,,,,,18.01,0.00,18.01,0.00,15.09,2.92
31.42,-12.66,135.63,135628.00,18.01,0.41,4.37,0.08,0.85,0.85,18.01,0.00,18.01,0.00,15.09,2.92
31.42,-12.66,135.75,135748.00,,,,,,,18.01,0.00,18.01,0.00,15.09,2.92
31.42,-12.66,135.87,135868.00,,,,,,,18.01,0.00,18.01,0.00,18.01,0.00
31.42,-12.66,135.99,135988.00,,,,,,,18.01,0.00,18.01,0.00,18.01,0.00
31.42,-12.66,136.11,136106.00,,,,,,,18.01,0.00,18.01,0.00,18.01,0.00
31.42,-12.66,136.23,136226.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.66,136.35,136346.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.66,136.47,136466.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.66,136.59,136586.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.66,136.71,136706.00,,,-0.75,0.03,0.77,0.77,,,18.01,0.00,18.01,0.00
31.42,-12.66,136.83,136826.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.66,136.95,136945.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.66,137.07,137065.00,,,,,,,,,18.01,0.00,18.01,0.00
31.42,-12.67,137.19,137185.00,,,-0.88,0.07,1.67,1.67,,,,,18.01,0.00
31.42,-12.67,137.31,137305.00,,,,,,,,,,,18.01,0.00
31.42,-12.67,137.43,137425.00,,,,,,,,,,,16.68,1.33
31.42,-12.67,137.55,137545.00,,,,,,,,,,,16.68,1.33
31.42,-12.67,137.67,137665.00,,,,,,,,,,,16.68,1.33
31.42,-12.67,137.79,137785.00,,,,,,,,,,,17.89,1.23
31.43,-12.67,137.91,137905.00,,,,,,,,,,,17.89,1.23
31.43,-12.67,138.03,138025.00,,,,,,,,,,,17.89,1.23
31.43,-12.67,138.15,138145.00,,,,,,,,,,,16.62,1.27
31.43,-12.68,138.27,138265.00,,,,,,,,,,,16.62,1.27
31.43,-12.68,138.39,138385.00,,,,,,,,,15.35,0.00,17.89,5.09
31.43,-12.68,138.51,138505.00,,,,,,,,,15.35,0.00,17.89,5.09
31.43,-12.68,138.63,138625.00,,,,,,,,,15.35,0.00,17.89,5.09
31.43,-12.68,138.75,138745.00,,,,,,,,,16.62,1.27,16.62,5.04
31.43,-12.68,138.87,138865.00,,,,,,,,,16.62,1.27,16.62,5.04
31.43,-12.68,138.99,138985.00,,,,,,,,,16.62,1.27,17.89,4.52
31.43,-12.68,139.11,139105.00,,,,,,,,,16.62,1.27,17.89,4.52
31.43,-12.68,139.23,139225.00,,,,,,,,,16.62,1.27,17.89,4.52
31.43,-12.68,139.35,139345.00,,,,,,,15.35,0.00,17.89,5.09,17.89,4.52
31.43,-12.69,139.47,139465.00,,,,,,,15.35,0.00,17.89,5.09,17.89,4.52
31.43,-12.69,139.59,139585.00,,,,,,,15.35,0.00,17.89,5.09,17.89,4.52
31.43,-12.69,139.71,139705.00,,,,,,,16.62,1.27,16.62,5.04,17.89,4.52
31.43,-12.69,139.83,139825.00,15.35,0.34,0.23,0.20,0.66,0.66,16.62,1.27,16.62,5.04,17.89,4.52
31.43,-12.69,139.95,139945.00,,,,,,,16.62,1.27,17.89,4.52,17.89,4.52
31.43,-12.69,140.07,140065.00,,,,,,,16.62,1.27,17.89,4.52,17.89,4.52
31.43,-12.69,140.19,140185.00,17.89,0.38,1.11,0.29,2.92,2.92,16.62,1.27,17.89,4.52,17.89,4.52
31.43,-12.69,140.31,140305.00,,,,,,,17.89,5.09,17.89,4.52,17.89,4.52
31.43,-12.69,140.43,140425.00,,,,,,,22.53,4.64,17.89,4.52,17.89,4.52
31.43,-12.70,140.55,140545.00,,,,,,,22.53,4.64,17.89,4.52,17.89,4.52
31.43,-12.70,140.67,140665.00,,,,,,,17.89,5.37,17.89,4.52,17.89,4.52
31.43,-12.70,140.79,140785.00,27.18,0.31,2.52,0.74,0.14,0.14,20.83,6.35,17.89,4.52,17.89,4.52
31.43,-12.70,140.91,140905.00,,,,,,,19.56,5.22,17.89,4.52,17.89,4.52
31.43,-12.70,141.03,141025.00,,,,,,,19.56,5.22,17.89,4.52,17.89,4.52
31.43,-12.70,141.15,141145.00,14.48,0.07,0.19,0.05,2.40,2.40,19.56,5.22,17.89,4.52,17.89,4.52
31.43,-12.70,141.27,141265.00,,,,,,,19.56,5.22,17.89,4.52,17.89,4.52
31.43,-12.70,141.39,141385.00,19.56,0.26,5.27,0.19,3.86,3.86,17.02,2.54,18.72,4.65,17.89,4.52
31.43,-12.70,141.51,141505.00,,,,,,,17.02,2.54,18.72,4.65,17.89,4.52
31.43,-12.71,141.63,141625.00,,,,,,,17.02,2.54,18.72,4.65,17.89,4.52
31.43,-12.71,141.75,141745.00,,,,,,,19.56,0.00,19.56,5.22,17.89,4.52
31.43,-12.71,141.87,141865.00,,,,,,,19.56,0.00,19.56,5.22,17.89,4.52
31.43,-12.71,141.99,141985.00,,,,,,,,,19.56,5.22,17.89,4.52
31.43,-12.71,142.11,142105.00,,,,,,,,,19.56,5.22,17.89,4.52
31.43,-12.71,142.23,142225.00,,,,,,,,,19.56,5.22,17.89,4.52
31.43,-12.71,142.35,142345.00,,,,,,,,,17.02,2.54,18.72,4.65
31.43,-12.71,142.47,142465.00,,,,,,,,,17.02,2.54,18.72,4.65
31.43,-12.71,142.59,142585.00,,,,,,,,,17.02,2.54,18.72,4.65
31.43,-12.72,142.71,142705.00,,,,,,,,,19.56,0.00,22.24,4.92
